,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,-0.9118433,0.6391541,0.36222732,-0.6278804,0.3301336,0.23655705,0.60477424,-0.86545044,0.5521007,-0.645593,-0.7390239,0.63621414,0.22521962,0.46260238,-0.63843554,0.7595617,0.28035793,0.5845271,-1.2893473,-0.36382145,0.314956,-0.44297025,0.057778455,-0.004763562,0.3483731,-0.24184652,0.45944694,-0.25327697,-0.68498707,0.6185153,0.24370068,0.18086651,0.17454894,1.249924,-0.79538155,0.8591294,0.16462357,0.75764537,0.43665162,-0.15751925,0.6164959,0.6571592,-0.6039245,-0.12942721,-0.8760682,0.8474433,-1.1960166,-0.22553247,0.38983595,0.563882,-0.2501266,-0.15280735,0.17973919,1.0011828,-0.09903088,0.64718556,-1.2190089,-0.04617338,-0.2023214,0.61760426,0.7905294,-0.29694533,-0.3405943,0.36593857
11,-1.0403919,0.6109716,0.47572923,-0.4345422,0.12565035,0.2256869,0.5945144,-0.6612762,0.41696116,-0.9322602,-0.5653748,0.6299931,0.32899603,0.5532009,-0.24803886,0.5022331,0.30655143,0.8076657,-1.4392823,-0.24955894,-0.098889925,-0.09814574,-0.30006084,0.028292844,0.4613836,-0.30291256,0.24969716,-0.36621088,-1.1405149,0.6626693,0.3085231,0.42608592,-0.06623452,0.93070316,-0.9321394,0.62303567,0.27657855,0.7065835,0.13779087,-0.40898335,0.60663116,0.8015421,-1.0249639,-0.18007793,-1.0862795,0.26454273,-1.0899644,-0.09544658,0.2464144,0.40095526,0.02796121,-0.004383877,0.23958167,1.1727645,-0.024313617,0.49981567,-1.1371099,0.21117541,-0.38266617,0.44753677,0.74116445,-0.5606515,-0.30691087,0.24111265
12,-0.9848052,0.5652481,0.48373443,-0.37072363,0.27308154,0.2540275,0.45430788,-0.91114736,0.38961178,-0.996228,-0.55298716,0.78012383,0.32473084,0.8320772,-0.43938583,0.501247,0.23569615,0.59512097,-1.3618116,-0.4579484,0.05593587,-0.32869473,-0.35947713,0.1992932,0.53972965,-0.10038184,0.3957826,-0.36993465,-0.97594106,0.5196036,0.35908565,0.15584022,0.054859906,0.9699721,-0.9730139,0.8400978,0.048403844,0.49036735,0.26928845,-0.0028100424,0.7921563,1.0549605,-0.6864047,-0.4670528,-0.9962416,0.5013908,-0.963038,-0.27647528,0.026720824,0.67859256,7.06017e-05,0.082259044,0.34367266,0.7785717,0.030477926,0.48885146,-1.0051908,0.077669956,-0.33444747,0.29818517,0.6763388,-0.7819837,-0.17216744,0.32389575
13,-0.86238205,0.4739999,0.19378303,-0.7196195,0.40299398,0.26721078,0.42894724,-0.8708764,0.5692252,-0.5143926,-0.64036506,0.6574625,0.19188805,0.42459527,-0.69735706,0.8708303,0.24829723,0.60617083,-1.1448492,-0.30832186,0.5066874,-0.48430017,0.28067097,0.07359475,0.33167624,-0.25788307,0.5887487,-0.22711433,-0.56361604,0.5863654,0.059182376,0.21316376,0.16237126,1.2836534,-0.77181304,0.8861532,0.119700074,0.69194597,0.5349828,-0.22721507,0.59690356,0.6706485,-0.5907568,-0.063849434,-0.84061337,0.8702264,-1.2048582,-0.20063156,0.47006738,0.62432337,-0.3048634,-0.16638912,0.25836313,0.95898134,-0.0012772232,0.7759734,-1.2175099,0.04980611,-0.16789605,0.69571435,0.87542313,-0.18322873,-0.36309576,0.47979167
14,-0.6888397,0.4552476,1.4529457,1.5486284,-0.9650798,-0.9414472,0.39269403,1.7730535,-1.777259,-1.3758005,0.15878804,-0.7074638,-0.7000268,0.3765897,1.9924196,-2.586738,-0.017849278,-0.49432254,0.2560553,0.14443712,-3.099719,1.8107327,-2.2584555,-0.82812923,0.6373773,0.790133,-2.1645584,-0.25025833,-1.8421646,0.5290657,0.80969554,-0.2664275,-0.49858147,-2.1930857,0.2996308,-1.4433028,-0.14161247,-0.08660573,-2.1526713,-1.2066112,-0.8635193,-0.033441536,-0.8673006,0.103952944,-1.4134434,-2.6304164,0.9269342,0.89896226,-0.692342,-1.0149692,1.1166093,0.40236554,-0.67175853,-0.79102564,0.718521,-1.3916833,1.1030922,0.06365917,-1.9382122,-2.478061,-1.2780504,-1.2607356,0.5463888,-2.1963103
15,1.5781907,-1.0993758,-0.7111127,0.109711066,-0.20940404,0.17395194,-0.35849604,0.33200645,-0.3760465,1.4317652,-0.011954181,-0.4311665,-0.20075814,-0.8493883,-0.40543097,-0.294638,-0.20832598,-1.2637854,1.557722,0.3382766,0.5915371,-0.31789953,0.70728225,0.032146174,-0.564457,0.30771062,0.053971875,0.82041824,1.7332172,-0.37601894,-0.45910475,-0.6308038,0.07329004,-0.75632286,1.0768689,-1.1999886,-0.27187198,-0.3241088,0.49461243,0.9466635,-0.1590888,-1.2977166,1.7071766,0.3557892,1.9733405,0.5274265,1.2958748,-0.12903808,-0.8324652,-0.34026784,-0.7149358,-0.99790347,-0.13058656,-1.3580759,-0.4380961,-0.92920905,1.228968,-0.6012431,1.1364518,0.17098641,-0.5007722,1.4253448,0.46674168,-0.06669176
16,1.4437711,-0.8025796,-0.80115604,-0.03965167,0.047192875,0.3784833,-0.36402878,0.012576669,0.09956113,1.0251968,0.03444233,-0.14503038,0.102361694,-0.4891092,-0.64015675,0.45679355,-0.2511989,-0.7184627,0.98420644,0.31449944,1.0793514,-0.39634904,0.87238044,0.04548541,-0.7577684,0.036467336,0.3862432,0.37794444,1.5388342,-0.2031738,-0.23053142,-0.56705505,0.1718882,-0.33113778,0.53128254,-0.8077458,0.094500825,-0.27090544,0.89018625,0.85563123,0.079371095,-0.953094,1.4169805,0.0939573,1.586504,0.6365753,0.8261975,-0.20298605,-0.6044361,-0.19009207,-0.6819624,-0.8360843,-0.01618307,-0.7372935,-0.36433625,-0.4741146,0.6945927,-0.2466065,0.9018042,0.67225945,-0.24505946,1.3117326,0.32135546,0.4592503
17,1.3588705,-1.272735,-0.22988708,0.56340194,-0.48980042,-0.026769461,-0.2157093,0.8441187,-0.9654537,1.4331262,0.26296598,-0.86767334,-0.38286498,-0.9529395,0.17115527,-1.0341607,-0.15803023,-1.2402245,1.808649,0.3222831,-0.29946518,0.25183463,0.30781978,-0.07252402,-0.34977272,0.6257685,-0.34229973,0.9305093,1.4200238,-0.5085127,-0.5432499,-0.6068556,0.022484124,-1.2950029,1.439264,-1.6798452,-0.44175306,-0.2587053,0.02839161,0.5282103,-0.43319392,-1.3649162,1.5364611,0.44220325,1.6635672,-0.0794867,1.3509208,0.026129337,-0.7762162,-0.61640763,-0.5364853,-0.6994538,-0.22115311,-1.4679734,-0.3326254,-1.2657876,1.6267898,-0.64886534,0.8438224,-0.49035242,-0.77443826,1.0352411,0.52907056,-0.6202171
18,-0.90300107,0.5510651,0.37941962,-0.6934485,0.23105548,0.46531802,0.71059304,-0.9823244,0.35329577,-0.5048855,-0.75901836,0.65927935,0.22419031,0.41244248,-0.84754443,0.70666486,0.32281464,0.4887513,-1.187455,-0.3727018,0.4052593,-0.5167812,0.06872103,0.0883782,0.46984366,-0.1687304,0.44713432,-0.010505866,-0.53281724,0.64999276,0.24915808,0.019081682,0.34293392,1.1290979,-0.68223417,0.76693904,0.09680288,0.7335577,0.408403,0.11996609,0.5829358,0.57327974,-0.39802155,-0.1429392,-0.7361154,1.0181196,-1.1029407,-0.29549983,0.2585278,0.6090664,-0.374302,-0.20637779,0.13671719,0.7471987,-0.170242,0.4916312,-1.1107892,-0.1426727,-0.07968873,0.61262715,0.791487,-0.27668354,-0.35208625,0.41091233
19,0.5228274,-0.11128771,0.5418667,1.4096546,-0.27719733,-1.2826891,0.058679473,1.6605965,-0.7218379,-0.54947436,0.10893813,-1.0141337,-0.4130968,-0.5321709,1.4077489,-1.8634256,-0.36031628,-1.1196133,1.3078824,0.2054347,-2.0998783,0.9240149,-1.67869,-0.74668396,-0.014347352,0.895738,-1.7163965,-0.14076099,-0.5895668,-0.67607945,0.5115095,-0.42484146,-0.5460946,-1.7684131,1.1389797,-1.4402964,-0.29902104,-0.021983163,-1.1569108,-0.8343055,-0.65410453,-0.58549035,0.4071871,0.7427783,-0.12700509,-1.6131325,1.5509094,0.980577,-1.0075424,-0.95964766,0.74067545,-0.48823395,-0.3907298,-0.9280412,-0.029162146,-1.5771594,1.3090814,-0.21687311,-0.4197656,-2.0540643,-1.6285554,-0.2727778,0.79994744,-1.7670667
20,-1.7999585,0.7152011,1.7259368,0.8371398,-0.61741906,-0.3113358,0.92534965,1.2408354,-0.8600165,-1.6285831,0.0227829,-0.8005481,-0.4781485,0.60911083,2.0826757,-1.8391918,-0.011173964,0.8030539,-1.1916276,0.20609032,-2.944842,1.5409191,-1.8107604,-0.13636446,0.64989734,0.17331715,-1.5961053,-0.6430205,-2.3330004,0.5221434,1.085697,0.6007627,-0.7816972,-0.83227974,-0.6896856,-0.81149983,-0.27976942,0.29473582,-1.4922451,-1.5390087,0.20623748,1.0041642,-2.0325217,-0.76687205,-2.2402694,-2.5591023,-0.2664682,0.8052535,-0.02779331,-0.70540714,1.1577001,1.2533803,-0.0034206212,0.814421,0.62058604,-0.11770864,-0.41263047,0.6457964,-1.9873301,-1.4339683,-0.648834,-2.0946305,0.5282803,-1.5090398
21,-0.7461492,0.21198834,1.2973689,1.459914,-0.5718112,-0.92953074,0.33073905,1.6430336,-1.8145539,-1.506103,0.23708834,-0.45243663,-0.2803953,0.23551688,1.9052781,-2.2121925,0.1603426,-0.2693291,0.24992286,0.18199132,-2.6953745,1.6346368,-2.064937,-0.7615389,0.8217938,1.0866835,-1.9302462,-0.2780075,-1.9352155,0.36537123,0.8047344,-0.08117241,-0.36863872,-2.0099347,0.17481227,-1.46896,-0.19845031,-0.30702078,-1.6910313,-1.1786754,-0.55476815,0.22237277,-0.9673925,-0.11348321,-1.2432618,-2.4597852,0.8133361,0.56042194,-0.79207677,-0.7908122,1.2471592,0.63995683,-0.40694904,-0.497299,0.76576513,-1.1115141,0.95785856,0.21166062,-1.9488642,-2.427775,-1.2553686,-1.58327,0.67862344,-1.7811538
22,0.53163314,-0.4304117,0.39529324,1.3073771,-0.3965051,-1.2084674,-0.09830129,1.6010454,-0.9886183,-0.26123112,0.27498874,-0.97602403,-0.3112491,-0.6340152,1.6167719,-1.9494007,-0.41416994,-1.0097951,1.6401501,0.2350378,-2.0412347,1.1376324,-1.5098565,-0.55292034,0.10489728,0.8357783,-1.667765,0.10971573,-0.35625464,-0.73271763,0.13804996,-0.17907959,-0.56316787,-2.0172672,1.215739,-1.5262913,-0.4465121,-0.2764939,-1.4098172,-0.5326354,-0.8065319,-0.8797187,0.3908433,0.5852422,0.26215562,-1.7480596,1.7679348,0.7993982,-0.88644296,-0.86662495,0.8584126,-0.19818078,-0.35161224,-0.9898777,0.048668064,-1.4312065,1.6628158,-0.2871072,-0.28198692,-2.0208182,-1.4677856,-0.21367314,0.86589426,-1.6101103
23,-1.509429,0.69048697,1.322149,0.5465245,-0.23880579,0.38241547,1.0182594,0.44083157,-0.54764724,-2.1241834,0.09186123,-0.24375801,0.18907078,0.74678195,1.1108593,-0.853127,0.07158956,1.162521,-0.94709796,-0.10662892,-1.7084659,0.9894831,-1.452905,-0.12612912,0.78127575,0.005088778,-1.1481762,-0.5331414,-2.3251457,0.34664303,0.73922306,0.69429046,-0.5884511,-0.570329,-0.91163373,-0.12277608,0.3111648,0.68686867,-0.93443346,-1.2334499,-0.12992962,1.191478,-2.0241444,-0.54030263,-2.3748865,-1.8484086,-0.39423585,0.7921741,-0.015101995,-0.12499181,0.8153992,1.3830392,0.5080632,1.4485091,0.2175575,0.14297456,-0.3993114,0.5916965,-1.2675922,-1.0579437,0.06477744,-1.7082418,0.10240415,-0.28251672
24,-0.72250974,0.4384883,1.515945,1.3901453,-0.840607,-1.07009,0.4367305,1.8056711,-1.8380922,-1.3808861,0.20934978,-0.7290575,-0.58627653,0.4091462,2.1579244,-2.5198562,-0.03630623,-0.24119033,0.18302266,0.2134555,-3.0778198,1.8810204,-2.282579,-0.84123135,0.82119626,0.991107,-2.1060174,-0.29430658,-1.9386783,0.4395504,0.83355045,-0.0827588,-0.47362256,-2.2250903,0.10658537,-1.5815188,-0.24469644,-0.37446445,-2.0669866,-1.2497057,-0.69701403,0.11905134,-1.067982,-0.107600905,-1.4733623,-2.7723844,0.8167492,0.66699207,-0.6947106,-0.83056575,1.3436626,0.7239937,-0.5234615,-0.5401185,0.9550027,-1.1626247,1.0401754,0.19271019,-2.2053363,-2.47447,-1.2469622,-1.7057222,0.5893118,-2.2378497
25,0.35336378,-0.1824207,-0.57891434,-0.9405513,0.29427093,0.22997628,-0.19178203,-0.7510768,1.0457249,0.851611,-0.015248029,0.28221864,0.034916848,-0.13751422,-0.795092,1.103256,-0.2565376,0.3002598,0.24401574,-0.16563779,1.0476192,-0.6759908,1.004354,0.41290665,-0.35214627,-0.75531036,1.3146513,0.2235127,0.5866325,-0.3916418,-0.79757226,0.24860367,-0.06418496,0.8558277,-0.3054698,0.53406155,0.10487996,0.08009195,1.1653178,0.24953349,0.45169428,-0.22654423,0.20545894,0.421542,0.592203,1.0995994,-0.47230494,-0.28813925,0.48864785,0.50187445,-0.44768313,-0.25870812,0.45937726,0.7959295,-0.22252753,0.61521006,-0.32661575,-0.0015529078,0.95819885,1.2447307,0.55081576,0.9719093,-0.669635,0.98477453
26,-1.2582909,0.5791271,0.8598126,-0.001792442,-0.08015486,0.23488729,0.97105753,-0.29322046,0.14778145,-1.5328306,-0.34345034,0.112483054,0.20381133,0.5374953,0.34126526,-0.17165291,0.25570962,1.018003,-1.082695,-0.41697517,-0.8830814,0.3706252,-1.0405337,-0.069771335,0.7597987,0.061970003,-0.52616024,-0.5354183,-1.9110405,0.46868837,0.39740083,0.793848,-0.3973312,0.35962403,-0.8783181,0.19244212,0.22191782,1.1844125,-0.42854345,-0.9294913,0.15583156,0.98254997,-1.570053,-0.049865432,-1.7395365,-0.5321299,-0.666688,0.48487628,-0.031529754,0.39782488,0.30606312,0.3158067,0.41321328,1.4430997,-0.012647178,0.2207393,-0.7248811,0.35125643,-0.41031167,-0.27449888,0.77926797,-1.0320272,-0.104227945,0.03880961
27,-1.015787,0.40529177,0.3477161,-0.49234363,0.36198822,0.35788774,0.63409084,-0.89415103,0.49690506,-0.7187284,-0.6811834,0.62396497,0.28717706,0.5073687,-0.6223506,0.76031286,0.22919157,0.64538693,-1.1829629,-0.39394802,0.35331315,-0.4192245,-0.020381562,0.07809113,0.5326956,-0.07641302,0.37835506,-0.20915024,-0.649528,0.60816234,0.20408899,0.23735806,0.16353092,1.1799403,-0.79904234,0.80789363,0.006995609,0.6984888,0.39935073,-0.13077362,0.64024323,0.8202038,-0.5242527,-0.27521387,-0.89997166,0.8548292,-1.1163629,-0.21984926,0.29544434,0.5964879,-0.3127177,-0.023032557,0.2702875,0.91601497,-0.022598505,0.6071879,-1.1976756,-0.010207668,-0.12524825,0.5179217,0.84015083,-0.397707,-0.19213209,0.5183719
28,0.5741446,-0.1407355,0.59793717,1.3679523,-0.43374136,-1.2071328,0.14301343,1.764248,-0.97640073,-0.43468454,0.31070936,-1.2144005,-0.4631482,-0.49879882,1.5729804,-2.0866632,-0.5002147,-0.9702588,1.4852617,0.28223246,-2.3105602,1.1483568,-1.5946878,-0.6476309,0.026500024,0.79715204,-1.7183871,-0.0020685717,-0.6293551,-0.73623276,0.3839401,-0.31553182,-0.66689134,-2.0635574,1.0842813,-1.6365896,-0.20701045,-0.30832332,-1.2690914,-0.8036881,-0.69335765,-0.73190755,0.3526504,0.70061815,-0.097355425,-1.9216832,1.6212562,0.8411726,-1.0083398,-0.89808136,0.93151295,-0.2338043,-0.47810954,-0.73815763,0.091197,-1.6137053,1.4823686,-0.080997616,-0.55672985,-2.1498487,-1.5017248,-0.28460306,0.66237605,-1.7603095
29,0.93106306,-0.61540586,0.16739145,1.0802218,-0.49681458,-0.84115523,-0.13695394,1.3548322,-1.0136324,0.25868282,0.28157777,-0.84025556,-0.34640664,-0.80984396,0.9238174,-1.4799752,-0.15127964,-1.1257899,1.7655998,0.1169149,-1.3472221,0.97044134,-0.86748123,-0.6513038,-0.18894574,0.63071454,-1.0912427,0.36106128,0.24787654,-0.6463774,0.068813734,-0.31275758,-0.42612973,-1.6930125,1.2113824,-1.4670057,-0.25638112,-0.29493764,-0.8309223,-0.09294568,-0.82164985,-1.2081395,0.9045618,0.59373504,0.87522596,-1.0737149,1.7053964,0.7055783,-0.8578812,-0.91654426,0.38851604,-0.38518116,-0.3682735,-1.12118,-0.116128504,-1.5100013,1.5179251,-0.4693063,0.23169422,-1.53651,-1.3674277,0.27551305,0.63371855,-1.2131642
30,-0.5269327,0.18085876,0.009363752,-0.70878565,0.30777046,0.31288922,0.1420874,-0.7586484,0.4697128,0.10708899,-0.19999973,0.54907334,0.08733061,0.19615473,-0.6159522,0.92141604,0.1635848,0.580213,-0.529195,-0.20223384,0.7541612,-0.37890384,0.65830815,0.14737773,0.0683637,-0.41987225,0.98645777,-0.067251936,-0.16960497,0.28053093,-0.2645901,0.22690561,0.20616099,1.1088667,-0.6263752,0.6530037,0.10721254,0.39417446,0.90943587,-0.20163405,0.5284981,0.42731386,-0.37969565,0.13115567,-0.29851237,0.9428213,-1.0395024,-0.34821332,0.5545731,0.45844716,-0.34030288,-0.0063525215,0.37316296,0.85663015,-4.1291118e-05,0.71926904,-0.9360422,0.089426495,0.12436468,0.8623241,0.63087726,0.2416608,-0.50637466,0.7405041
31,-1.634591,0.7227345,1.4262736,0.59719086,-0.19623539,0.20812245,0.86600804,0.6019129,-0.48468533,-2.0708685,0.017905753,-0.41044205,0.10203867,0.7829963,1.3414954,-0.9927135,-0.13368344,1.136395,-1.1843352,-0.08523246,-2.0576708,1.1422317,-1.6297994,-0.111550115,0.6793,-0.02226034,-1.194086,-0.5802484,-2.2603042,0.31356657,0.84587497,0.71156824,-0.65092295,-0.45132893,-0.8043064,-0.08771972,0.22524065,0.7206371,-1.0159929,-1.2907732,-0.101169154,1.0958428,-1.9898978,-0.62684506,-2.490196,-2.0234928,-0.37243757,0.8019854,0.07718176,-0.23484279,0.8571906,1.4200702,0.31367642,1.3475764,0.20561962,0.22669272,-0.5385424,0.6607299,-1.4440566,-1.0525701,-0.08038107,-1.9259791,0.2753641,-0.62692827
32,-0.8990017,0.48254114,0.38132352,-0.5044602,0.32883033,0.44239324,0.37597045,-0.85768276,0.5525267,-0.77762604,-0.60545087,0.7819206,0.333193,0.60426056,-0.5753652,0.68965685,0.29298183,0.6953815,-1.4153302,-0.21031201,0.30620876,-0.33892092,0.03456932,0.1798613,0.37033376,-0.3210572,0.46243843,-0.22434337,-0.73462284,0.7149831,0.22598144,0.16783315,0.16656294,1.1858363,-0.81389093,0.80693996,0.19057195,0.6968884,0.5061072,-0.053594846,0.73242444,0.8236088,-0.56339866,-0.3060312,-0.8002741,0.72493666,-1.1860489,-0.3275384,0.3410698,0.5355922,-0.14493698,-0.14477284,0.27024615,0.8821364,-0.06265178,0.6058405,-1.2300863,0.092447855,-0.2551119,0.60280204,0.91938025,-0.4363668,-0.2397878,0.51316965
